RECORD_ID,MSISDN,IMSI,IMEI,PRIVATE_IP,PUBLIC_IP,DEST_IP,DEST_PORT,APP_TYPE,START_TIME,END_TIME,DATA_UP,DATA_DOWN,CELL_ID,B_PARTY_MSISDN,SESSION_DURATION,LAT,LON
REC_000491,918685828255,40528340864428,402458890915122,192.168.213.161,255.103.46.234,183.229.76.173,993,IMAPS,2025-07-31 15:20:00.963175,2025-07-31 15:23:40.963175,21883,43145,CELL_0083,,220,28.898256868435386,77.02033982071559
REC_000492,918875868182,40552201103749,218746359089759,192.168.2.207,202.2.196.78,75.213.29.199,5223,WhatsApp,2025-08-01 15:29:00.963175,2025-08-01 15:50:08.963175,36808,173701,CELL_0007,918563524436,1268,28.26973301598066,76.92213645039311
REC_000493,918080785702,40571259481673,264233817978277,192.168.254.145,195.231.29.115,90.124.50.8,80,HTTP,2025-08-18 07:55:00.963175,2025-08-18 08:18:45.963175,14876,30161,CELL_0071,,1425,28.78654191101459,77.18261553593359
REC_000494,917280305443,40540373753485,315910666601547,192.168.201.5,5.184.36.232,93.156.133.153,25,SMTP,2025-08-15 12:15:00.963175,2025-08-15 13:07:40.963175,26026,21263,CELL_0048,,3160,29.06140013325597,76.97011821552572
REC_000495,918764694871,40510036649382,860078647457381,192.168.32.219,23.62.177.130,254.103.63.244,21,FTP,2025-07-28 18:22:00.963175,2025-07-28 19:02:57.963175,49422,180364,CELL_0014,917276152776,2457,29.069840490159393,77.32562060611757
REC_000496,917478483262,40571766706112,529715161796153,192.168.2.207,253.234.71.194,28.188.242.21,21,FTP,2025-08-26 12:29:00.963175,2025-08-26 12:48:50.963175,48100,89648,CELL_0049,918764694871,1190,28.64378304104762,76.97610511757307
REC_000497,918618784046,40511832533985,919391044183311,192.168.32.219,220.208.243.56,85.152.92.144,443,HTTPS/Skype,2025-08-11 11:10:00.963175,2025-08-11 11:12:50.963175,45355,18879,CELL_0097,918838803826,170,28.860960297020533,77.10722772099737
REC_000498,918875868182,40592767495120,215447252317928,192.168.167.102,32.78.166.226,109.226.184.235,21,FTP,2025-08-08 22:49:00.963175,2025-08-08 23:40:59.963175,27902,136170,CELL_0060,917128609640,3119,29.096232252853504,77.23266810163058
REC_000499,919129691272,40535477983026,693347283742397,192.168.209.9,166.106.175.204,199.211.26.132,25,SMTP,2025-08-23 01:37:00.963175,2025-08-23 01:51:48.963175,41599,98314,CELL_0079,,888,29.00408909915253,77.58690113033063
REC_000500,917884943392,40557475460404,876185582052482,192.168.198.161,39.169.32.177,11.34.93.190,5223,WhatsApp,2025-08-22 08:09:00.963175,2025-08-22 08:20:27.963175,43288,139952,CELL_0013,919311996447,687,28.1384670612075,77.0618486335527
REC_000501,917418203245,40515360121341,868397992234528,192.168.77.224,93.210.6.42,12.112.51.218,1935,Facebook,2025-08-15 00:13:00.963175,2025-08-15 00:37:19.963175,33599,137778,CELL_0095,,1459,28.308033982563558,76.88785528646576
REC_000502,919599996959,40560846826953,688719238550985,192.168.216.63,56.22.8.13,19.53.171.190,80,HTTP,2025-07-29 15:17:00.963175,2025-07-29 15:34:23.963175,45715,102469,CELL_0041,,1043,28.2432174098448,77.58235107154705
REC_000503,919984161007,40569733773854,120199337657007,192.168.248.238,240.11.209.137,45.194.242.114,1935,Facebook,2025-07-31 14:04:00.963175,2025-07-31 14:10:50.963175,7614,19431,CELL_0073,,410,28.208861030401554,77.51770434027874
REC_000504,918989242136,40579937258231,898244873718962,192.168.255.184,180.155.119.152,182.229.155.160,25,SMTP,2025-08-10 00:12:00.963175,2025-08-10 00:33:52.963175,14336,26384,CELL_0099,,1312,29.098142660682615,77.48056938101847
REC_000505,919645196062,40554388505754,441565256277235,192.168.202.27,140.243.45.49,10.238.46.117,5223,WhatsApp,2025-08-24 15:23:00.963175,2025-08-24 16:13:49.963175,20190,176952,CELL_0042,918447425359,3049,28.585091611652523,77.70270313891838
REC_000506,919638452758,40555038329395,603760817050713,192.168.74.134,221.210.224.44,226.216.13.100,25,SMTP,2025-08-14 10:05:00.963175,2025-08-14 10:23:26.963175,34135,34926,CELL_0075,,1106,28.533321728565856,77.42646157316109
REC_000507,918030682561,40536837685937,938325776707364,192.168.38.245,73.251.200.247,47.164.149.77,1935,Facebook,2025-08-04 01:52:00.963175,2025-08-04 02:09:02.963175,35354,112784,CELL_0070,918875868182,1022,28.78682711357654,77.69587546838395
REC_000508,918838803826,40554637708832,427093120859647,192.168.56.56,206.25.244.98,47.164.149.77,5223,WhatsApp,2025-08-23 22:06:00.963175,2025-08-23 22:29:41.963175,10333,28936,CELL_0033,,1421,28.316406901448907,77.14830779695818
REC_000509,918764511339,40531267156005,522491879899300,192.168.56.56,202.2.196.78,181.221.191.133,80,HTTP,2025-07-28 12:17:00.963175,2025-07-28 12:20:44.963175,45779,23610,CELL_0093,,224,28.114640370231964,77.65378599343744
REC_000510,919454821392,40538056195666,739605432805675,192.168.104.73,240.11.209.137,116.36.222.73,25,SMTP,2025-08-22 11:56:00.963175,2025-08-22 12:22:57.963175,35999,123623,CELL_0070,,1617,28.717752472941918,77.5167014322489
REC_000511,919337353022,40514407740532,865776801791347,192.168.165.225,70.234.227.94,196.129.237.172,25,SMTP,2025-08-18 23:38:00.963175,2025-08-18 23:54:10.963175,18214,131660,CELL_0031,919713217252,970,28.571338629870638,77.1448739925201
REC_000512,918730941466,40588780446165,194735976842823,192.168.167.208,123.171.159.169,19.53.171.190,993,IMAPS,2025-08-20 21:42:00.963175,2025-08-20 22:28:16.963175,25846,155645,CELL_0056,917884943392,2776,28.29104083553024,77.08725376497911
REC_000513,918875868182,40593037327726,286187169822829,192.168.138.238,202.2.196.78,25.130.92.246,25,SMTP,2025-08-11 20:56:00.963175,2025-08-11 21:12:12.963175,12995,106738,CELL_0014,,972,28.846397241283377,77.38364376879588
REC_000514,919129691272,40541764738294,462446915499287,192.168.198.161,28.188.242.21,127.248.210.42,80,HTTP,2025-08-09 10:37:00.963175,2025-08-09 10:59:46.963175,11873,187623,CELL_0011,919161399393,1366,29.077027780806283,77.57982911140681
REC_000515,917404149892,40524536411210,545584785642463,192.168.181.26,28.188.242.21,136.185.175.147,80,HTTP,2025-08-19 07:38:00.963175,2025-08-19 08:37:19.963175,46710,198281,CELL_0064,,3559,28.912804856231745,76.78769340579787
REC_000516,919645196062,40548212922216,616591218681110,192.168.202.27,90.124.50.8,16.28.27.41,993,IMAPS,2025-08-06 21:26:00.963175,2025-08-06 21:59:50.963175,6983,99622,CELL_0058,,2030,28.77806762159203,76.86639934522563
REC_000517,918730941466,40546717720547,203331754044970,192.168.235.70,92.179.196.200,109.120.121.245,1935,Facebook,2025-08-24 08:06:00.963175,2025-08-24 08:50:55.963175,4004,17416,CELL_0044,,2695,28.82324626238399,77.51264619020832
REC_000518,918442313267,40542546629373,675073437995516,192.168.226.62,206.206.255.205,115.176.142.51,1935,Facebook,2025-08-22 01:46:00.963175,2025-08-22 01:56:34.963175,16725,54691,CELL_0096,,634,28.359467378897605,77.51289421506958
REC_000519,919713217252,40516227055550,752533289084772,192.168.101.138,133.156.177.90,228.165.153.240,443,HTTPS/Skype,2025-08-23 14:17:00.963175,2025-08-23 14:17:33.963175,7967,120365,CELL_0059,917128609640,33,28.136147856669275,77.55546485663048
REC_000520,918373757683,40536906189578,671797150962801,192.168.112.205,218.243.2.32,202.2.196.78,25,SMTP,2025-08-26 20:16:00.963175,2025-08-26 20:41:42.963175,15026,141055,CELL_0034,,1542,28.745751600434552,76.73828029463695
REC_000521,917404149892,40519224841747,536137994578464,192.168.125.69,81.121.200.105,107.133.156.142,443,HTTPS/Skype,2025-08-15 22:05:00.963175,2025-08-15 22:16:41.963175,4532,109745,CELL_0048,,701,28.652898010004776,76.71540407763804
REC_000522,919645196062,40541041621632,972839653641524,192.168.138.238,56.22.8.13,174.38.242.63,1935,Facebook,2025-08-12 23:14:00.963175,2025-08-12 23:30:20.963175,4110,110874,CELL_0039,,980,28.703979646746756,77.30197287671426
REC_000523,917418203245,40571646647174,215327013625249,192.168.201.5,181.221.191.133,59.208.50.137,1935,Facebook,2025-08-01 09:31:00.963175,2025-08-01 09:32:48.963175,41360,99514,CELL_0082,,108,29.09850447142698,77.51518330152243
REC_000524,917884943392,40541021317612,119717347704404,192.168.178.250,50.3.158.219,142.170.211.9,80,HTTP,2025-08-15 16:40:00.963175,2025-08-15 17:38:38.963175,31083,199446,CELL_0068,918618784046,3518,28.577682315873925,76.84351680402625
REC_000525,917242910243,40553292006357,628907938240099,192.168.230.204,217.116.196.66,27.177.95.50,21,FTP,2025-08-10 08:47:00.963175,2025-08-10 09:42:32.963175,12101,99947,CELL_0033,,3332,28.2256065510574,77.05692655561343
REC_000526,918685828255,40528487303118,854585622694270,192.168.17.6,166.106.175.204,209.238.178.109,443,HTTPS/Skype,2025-08-10 03:52:00.963175,2025-08-10 04:14:43.963175,35224,80268,CELL_0059,,1363,28.755129109385916,77.0464636712798
REC_000527,919607827695,40530812637173,142325348721912,192.168.247.165,27.177.95.50,187.136.63.40,443,HTTPS/Skype,2025-07-28 17:33:00.963175,2025-07-28 18:27:32.963175,4467,192682,CELL_0010,,3272,28.388586140665723,77.52926285708635
REC_000528,918563524436,40559661298026,782222514860410,192.168.248.238,242.98.217.181,159.104.125.96,443,HTTPS/Skype,2025-08-08 06:22:00.963175,2025-08-08 06:59:36.963175,6193,17855,CELL_0046,918618784046,2256,28.43306209650571,76.84486970385602
REC_000529,917478483262,40531321066985,705110742571412,192.168.158.84,196.129.237.172,238.204.197.119,22,SSH,2025-08-05 23:29:00.963175,2025-08-06 00:17:29.963175,1372,117761,CELL_0068,919311996447,2909,28.289692692308606,76.83308366509027
REC_000530,919821036399,40516219834442,466939020975729,192.168.101.26,254.103.63.244,159.104.125.96,21,FTP,2025-08-10 19:18:00.963175,2025-08-10 19:22:53.963175,30212,195893,CELL_0014,,293,28.32124855106124,76.85219282429861
REC_000531,917884943392,40528963265952,489168639017110,192.168.130.146,145.175.105.19,122.219.181.10,1935,Facebook,2025-08-22 18:41:00.963175,2025-08-22 19:10:12.963175,20744,11385,CELL_0100,,1752,28.121810192388097,77.0228795539191
REC_000532,918442313267,40522050880033,156939943451638,192.168.199.211,171.101.142.62,208.3.2.168,443,HTTPS/Skype,2025-08-18 07:52:00.963175,2025-08-18 07:59:29.963175,35354,84212,CELL_0028,,449,29.078307613486626,77.08617342726471
REC_000533,919638452758,40576197113633,415194944709057,192.168.155.125,112.180.104.222,93.156.133.153,443,HTTPS/Skype,2025-08-10 09:52:00.963175,2025-08-10 09:59:07.963175,27880,93491,CELL_0080,,427,28.73001344272786,77.1127141533231
REC_000534,917276152776,40561116022559,467017557039417,192.168.230.204,60.147.203.65,184.2.118.164,80,HTTP,2025-07-30 09:04:00.963175,2025-07-30 09:57:10.963175,20381,115064,CELL_0004,918847386442,3190,28.21526965504248,77.45464527044521
REC_000535,918764511339,40586855199757,635755539735715,192.168.125.69,187.136.63.40,200.55.25.21,993,IMAPS,2025-08-25 10:36:00.963175,2025-08-25 11:07:17.963175,14776,126501,CELL_0060,919337353022,1877,29.06481345171894,77.57243712624565
REC_000536,917418203245,40534613766617,945729039064680,192.168.96.49,218.243.2.32,47.164.149.77,1935,Facebook,2025-08-22 15:32:00.963175,2025-08-22 16:05:10.963175,38720,160191,CELL_0057,,1990,29.016071554219835,77.0430415867091
REC_000537,918447425359,40555857166855,293399337532638,192.168.203.218,115.176.142.51,237.177.121.6,22,SSH,2025-08-02 05:44:00.963175,2025-08-02 06:09:01.963175,24214,119975,CELL_0063,,1501,28.4848681557184,76.73362199741132
REC_000538,918282636116,40571912114134,177279749937774,192.168.207.166,199.211.26.132,74.166.153.137,1935,Facebook,2025-08-26 03:04:00.963175,2025-08-26 03:20:35.963175,21945,138095,CELL_0008,,995,28.888189075990148,77.70433346416938
REC_000539,919161399393,40596434613978,920677778313450,192.168.77.113,208.3.2.168,98.150.109.91,21,FTP,2025-08-14 23:28:00.963175,2025-08-14 23:47:07.963175,29943,179079,CELL_0074,,1147,28.681558368433574,77.58091136977946
REC_000540,917279281688,40568911066663,467865289631516,192.168.216.63,45.109.190.5,202.88.134.120,25,SMTP,2025-08-18 23:53:00.963175,2025-08-19 00:17:32.963175,24437,138038,CELL_0078,,1472,28.39679618864253,77.64528803938381
REC_000541,919984161007,40593711708325,901118013050446,192.168.158.84,139.155.247.210,209.83.99.57,1935,Facebook,2025-08-16 16:46:00.963175,2025-08-16 17:22:46.963175,28607,117592,CELL_0058,919635200219,2206,28.495265712154453,77.56913104269663
REC_000542,917128609640,40541048978962,379206751872283,192.168.37.149,242.98.217.181,115.176.142.51,21,FTP,2025-07-30 06:36:00.963175,2025-07-30 07:32:05.963175,18482,145511,CELL_0050,917280305443,3365,28.318693050060773,77.64764084280485
REC_000543,918764694871,40518803046177,512640084047923,192.168.202.27,7.108.227.74,190.69.90.89,993,IMAPS,2025-07-29 02:24:00.963175,2025-07-29 03:21:43.963175,32818,136396,CELL_0041,,3463,28.143870459819308,77.03455175301023
REC_000544,919599996959,40573118934929,501985205405425,192.168.203.218,153.118.32.34,46.235.68.30,80,HTTP,2025-08-10 04:45:00.963175,2025-08-10 05:15:14.963175,32398,112888,CELL_0051,,1814,28.53690382092245,77.56682451143604
REC_000545,917279281688,40587798133380,707480086632797,192.168.134.38,244.211.10.151,153.243.46.98,80,HTTP,2025-08-17 22:29:00.963175,2025-08-17 22:47:56.963175,15196,34127,CELL_0005,,1136,28.238851678923133,77.40814400795355
REC_000546,919311996447,40548159163711,163875750513378,192.168.56.56,184.2.118.164,27.177.95.50,80,HTTP,2025-07-31 18:37:00.963175,2025-07-31 19:31:08.963175,37489,178906,CELL_0007,919332451458,3248,28.197412807981856,77.45134096954303
REC_000547,917276152776,40510431529340,828393495492869,192.168.70.48,159.174.20.237,153.243.46.98,22,SSH,2025-08-10 17:03:00.963175,2025-08-10 17:16:40.963175,21493,150201,CELL_0001,917693633801,820,28.561835024859867,77.00381062655084
REC_000548,918875868182,40555422194443,770951521938559,192.168.112.205,43.88.80.218,206.206.255.205,22,SSH,2025-08-23 01:32:00.963175,2025-08-23 02:19:51.963175,41427,129688,CELL_0033,917636365899,2871,28.329651531163904,77.04895189891239
REC_000549,917452190524,40527558680402,212093835846001,192.168.167.19,95.84.175.219,107.133.156.142,80,HTTP,2025-08-25 03:16:00.963175,2025-08-25 03:45:06.963175,45479,7758,CELL_0070,,1746,28.336267851258018,77.36585328694248
REC_000550,918893922290,40535877498110,218170648016895,192.168.130.146,122.219.181.10,109.226.184.235,22,SSH,2025-08-11 03:25:00.963175,2025-08-11 04:21:25.963175,8533,6531,CELL_0005,,3385,29.073336910301933,77.58134069692032
REC_000551,917242910243,40581020796230,310474840169466,192.168.211.6,48.153.96.178,145.175.105.19,993,IMAPS,2025-08-24 00:54:00.963175,2025-08-24 01:12:59.963175,23073,126174,CELL_0050,,1139,29.104137432741155,76.8338927691164
REC_000552,919984161007,40527765444784,568482185342814,192.168.39.10,178.139.216.218,128.131.40.207,80,HTTP,2025-08-14 02:07:00.963175,2025-08-14 02:10:53.963175,21784,168200,CELL_0035,917019052876,233,28.41302130197368,76.87424433357165
REC_000553,917636365899,40572685480952,432091963257386,192.168.87.145,214.138.208.117,171.101.142.62,993,IMAPS,2025-08-15 12:51:00.963175,2025-08-15 13:12:54.963175,2393,14777,CELL_0023,919984161007,1314,28.930243983342326,77.67330115730644
REC_000554,917404149892,40560600139664,833068339761524,192.168.225.214,82.6.24.42,196.167.80.191,443,HTTPS/Skype,2025-07-30 04:35:00.963175,2025-07-30 05:34:44.963175,44527,128144,CELL_0093,,3584,29.00741165015618,76.79838883394982
REC_000555,918373757683,40579058070995,647969792885719,192.168.86.237,19.216.208.220,244.161.106.8,443,HTTPS/Skype,2025-08-25 01:02:00.963175,2025-08-25 01:55:06.963175,44736,108681,CELL_0005,,3186,28.47979035345538,76.94615211623534
REC_000556,918563524436,40517265040876,535605109668587,192.168.89.246,78.107.51.107,218.243.2.32,22,SSH,2025-08-13 01:10:00.963175,2025-08-13 02:09:32.963175,31425,129660,CELL_0035,,3572,28.17194827412441,77.66397114160448
REC_000557,918288764667,40587362143673,767711797835013,192.168.17.6,45.194.242.114,182.185.253.93,22,SSH,2025-08-01 00:55:00.963175,2025-08-01 01:26:11.963175,4333,47127,CELL_0041,,1871,28.763667001412664,77.44297526113864
REC_000558,918080785702,40579956377249,362247278987064,192.168.21.215,184.2.118.164,82.6.24.42,25,SMTP,2025-07-29 16:23:00.963175,2025-07-29 16:40:04.963175,30959,98419,CELL_0008,,1024,29.055824516522474,77.6427670585691
REC_000559,918618784046,40529355402869,132416611222840,192.168.235.70,110.194.210.192,9.52.93.48,21,FTP,2025-07-29 21:56:00.963175,2025-07-29 22:11:05.963175,30994,61053,CELL_0078,,905,28.67074558977788,77.32152600385037
REC_000560,917636365899,40554577051570,375540505734963,192.168.104.73,39.231.163.88,25.55.152.184,80,HTTP,2025-08-20 05:01:00.963175,2025-08-20 05:59:12.963175,30233,29031,CELL_0057,,3492,28.308112798439467,77.59847916307255
REC_000561,917636365899,40545270798282,172226126067100,192.168.77.113,78.107.51.107,115.176.142.51,5223,WhatsApp,2025-08-14 04:04:00.963175,2025-08-14 04:48:58.963175,10654,175369,CELL_0032,,2698,28.61267228053497,77.17868180801055
REC_000562,919645196062,40560931659663,338418892757096,192.168.114.51,122.219.181.10,233.87.111.58,25,SMTP,2025-08-09 02:23:00.963175,2025-08-09 03:12:38.963175,41038,174192,CELL_0023,,2978,28.42872931753011,77.10691831002433
REC_000563,919746498770,40567020807757,630527967067117,192.168.42.233,92.179.196.200,145.175.105.19,80,HTTP,2025-08-11 22:56:00.963175,2025-08-11 23:55:02.963175,17931,134964,CELL_0048,919332451458,3542,28.446877941447294,76.74394472377902
REC_000564,919599996959,40587202437464,774539554569384,192.168.165.225,16.28.27.41,151.237.207.143,993,IMAPS,2025-08-09 09:38:00.963175,2025-08-09 10:24:19.963175,3368,174868,CELL_0072,,2779,28.413919786915752,77.32710149971801
REC_000565,918373757683,40548647260266,393146666772567,192.168.16.45,152.220.239.141,190.69.90.89,993,IMAPS,2025-08-09 00:09:00.963175,2025-08-09 00:59:07.963175,49283,163614,CELL_0069,,3007,28.45995297820246,76.75291401121088
REC_000566,917276152776,40560366915040,195936791141513,192.168.128.201,199.211.26.132,75.213.29.199,1935,Facebook,2025-08-03 12:37:00.963175,2025-08-03 13:20:26.963175,16277,138102,CELL_0055,,2606,28.223142104624927,77.34011255731373
REC_000567,919129691272,40598733170224,491592836887432,192.168.96.49,183.229.76.173,61.221.116.151,1935,Facebook,2025-08-14 10:02:00.963175,2025-08-14 10:50:17.963175,43368,199136,CELL_0008,,2897,28.284647629767765,76.77066128087297
REC_000568,918389720476,40593607871664,464771626404203,192.168.10.244,60.147.203.65,213.174.232.110,25,SMTP,2025-07-31 15:13:00.963175,2025-07-31 16:06:56.963175,8412,148839,CELL_0036,,3236,28.668737063879636,77.24616725860919
REC_000569,918730941466,40598904987710,416890408885303,192.168.52.238,238.204.197.119,85.152.92.144,22,SSH,2025-08-21 02:17:00.963175,2025-08-21 02:17:53.963175,5212,164137,CELL_0073,,53,28.748651993892974,76.90111403124975
REC_000570,917418203245,40534729413757,703293258023589,192.168.125.69,190.69.90.89,128.131.40.207,993,IMAPS,2025-08-23 15:38:00.963175,2025-08-23 16:03:20.963175,38719,49144,CELL_0093,,1520,29.029606123708398,77.13554699916975
REC_000571,918080785702,40571902392147,800897683156800,192.168.44.199,254.103.63.244,45.194.242.114,1935,Facebook,2025-08-15 19:46:00.963175,2025-08-15 20:14:04.963175,5789,136861,CELL_0040,917279281688,1684,29.08678798875746,77.08276807578405
REC_000572,918080785702,40589087427036,832317009321524,192.168.154.63,172.187.16.199,159.174.20.237,22,SSH,2025-08-22 22:54:00.963175,2025-08-22 23:04:45.963175,46465,197485,CELL_0099,,645,28.274140939476922,76.83855953087773
REC_000573,917636365899,40524148659159,593127831932787,192.168.89.246,206.206.255.205,56.22.8.13,1935,Facebook,2025-08-07 13:40:00.963175,2025-08-07 13:53:42.963175,26769,125035,CELL_0041,918893922290,822,28.526181366538584,77.28424048817571
REC_000574,918288764667,40515768012357,493053910198540,192.168.90.44,211.139.127.104,107.218.132.132,80,HTTP,2025-08-03 01:45:00.963175,2025-08-03 02:29:46.963175,49818,29710,CELL_0041,,2686,28.359976466843744,77.18735906426232
REC_000575,917418203245,40523723233660,319245534286732,192.168.135.67,19.25.109.235,116.36.222.73,25,SMTP,2025-08-27 09:07:00.963175,2025-08-27 10:01:12.963175,25903,51756,CELL_0007,,3252,28.70726801251198,77.64133127861018
REC_000576,918730941466,40579152996824,971679244442387,192.168.21.215,159.104.125.96,122.80.224.21,80,HTTP,2025-08-07 10:45:00.963175,2025-08-07 11:20:55.963175,40627,48912,CELL_0035,917636365899,2155,28.570394864013547,77.08082243651633
REC_000577,919713217252,40595448294613,626473546588359,192.168.138.238,215.61.165.138,127.248.210.42,25,SMTP,2025-08-09 16:30:00.963175,2025-08-09 17:03:09.963175,21894,179777,CELL_0066,917884943392,1989,28.537694068168122,77.63002837559928
REC_000578,919129691272,40528314707032,529346229310664,192.168.16.45,14.122.49.171,241.51.16.5,993,IMAPS,2025-08-24 03:15:00.963175,2025-08-24 03:31:11.963175,49976,44164,CELL_0026,,971,28.422272071102746,77.2004000642935
REC_000579,917280305443,40543729021024,362813620544944,192.168.111.132,61.71.244.195,209.83.99.57,22,SSH,2025-08-23 11:07:00.963175,2025-08-23 11:34:41.963175,27388,193698,CELL_0060,,1661,28.312428884806017,77.1384846023754
REC_000580,918893922290,40591162709375,380335382294113,192.168.254.145,43.168.15.245,113.150.160.44,5223,WhatsApp,2025-08-14 18:47:00.963175,2025-08-14 19:12:50.963175,28157,163202,CELL_0082,,1550,28.57099395297827,77.122201619784
REC_000581,918563524436,40553305569531,668175612599567,192.168.143.117,78.107.51.107,157.68.193.120,25,SMTP,2025-08-16 23:35:00.963175,2025-08-17 00:18:32.963175,1115,173568,CELL_0003,918030682561,2612,28.928872870733976,77.39631271783264
REC_000582,919746498770,40594910677836,610526842589955,192.168.181.26,85.152.92.144,238.204.197.119,25,SMTP,2025-08-21 09:30:00.963175,2025-08-21 09:44:36.963175,28058,133580,CELL_0076,,876,28.710825375528007,77.25259968319948
REC_000583,918242883741,40527796653671,368066742402069,192.168.116.49,27.177.95.50,244.211.10.151,443,HTTPS/Skype,2025-08-03 01:48:00.963175,2025-08-03 01:48:50.963175,21752,83770,CELL_0005,,50,29.070094809691412,76.92194990453457
REC_000584,917418203245,40598556718289,388112099754099,192.168.198.161,68.220.231.114,19.216.208.220,80,HTTP,2025-07-30 22:11:00.963175,2025-07-30 23:05:08.963175,18087,145202,CELL_0082,,3248,28.20823878248009,77.03795662607801
REC_000585,919599996959,40568011339466,218376589928738,192.168.138.238,23.49.129.129,215.61.165.138,21,FTP,2025-08-07 19:01:00.963175,2025-08-07 19:29:30.963175,46677,7206,CELL_0075,,1710,28.759677693011273,76.87577392194675
REC_000586,919638452758,40546065853060,670094875958964,192.168.225.206,196.129.237.172,70.234.227.94,80,HTTP,2025-08-08 17:51:00.963175,2025-08-08 18:23:36.963175,31095,187677,CELL_0099,,1956,28.19045602245342,77.39801271313547
REC_000587,918288764667,40582497250183,956805412281154,192.168.254.145,196.167.80.191,123.171.159.169,22,SSH,2025-07-30 05:03:00.963175,2025-07-30 05:50:32.963175,2003,104688,CELL_0046,918442313267,2852,28.19057915719106,77.2230631096968
REC_000588,918989242136,40592654734558,113891516371858,192.168.235.70,211.139.127.104,43.88.80.218,443,HTTPS/Skype,2025-08-22 07:24:00.963175,2025-08-22 07:31:26.963175,31366,110691,CELL_0097,919599996959,446,28.341029131562447,77.06948536476467
REC_000589,917242910243,40535334696701,495234123109588,192.168.225.206,59.208.50.137,39.169.32.177,443,HTTPS/Skype,2025-08-22 00:51:00.963175,2025-08-22 00:53:20.963175,10695,162701,CELL_0002,918893922290,140,28.76100682534057,76.99948565750054
REC_000590,917128609640,40572802230584,900736684523203,192.168.130.146,208.3.2.168,193.235.120.66,993,IMAPS,2025-08-27 07:30:00.963175,2025-08-27 07:39:37.963175,40150,184015,CELL_0072,,577,28.379002884196545,76.73498190135471
REC_000591,918764511339,40570830985655,671300871855583,192.168.48.26,254.103.63.244,43.168.15.245,1935,Facebook,2025-07-29 18:29:00.963175,2025-07-29 18:42:40.963175,1015,107111,CELL_0076,,820,28.51020788617202,77.55638051208821
REC_000592,919311996447,40598065990405,721311093346508,192.168.160.77,132.231.92.171,182.162.7.183,80,HTTP,2025-08-17 19:22:00.963175,2025-08-17 19:30:31.963175,45820,186720,CELL_0041,,511,29.021971824199806,77.36086963905754
REC_000593,917242910243,40526409106884,222315248906996,192.168.5.193,190.50.214.191,60.147.203.65,443,HTTPS/Skype,2025-08-08 11:19:00.963175,2025-08-08 11:24:11.963175,15318,58677,CELL_0069,,311,28.97955421617515,77.5712418134726
REC_000594,918288764667,40542175577648,580467361926395,192.168.104.73,226.216.13.100,182.185.253.93,443,HTTPS/Skype,2025-08-15 16:08:00.963175,2025-08-15 16:39:40.963175,24309,9416,CELL_0024,919821036399,1900,28.842869082748127,77.20412093188703
REC_000595,917276152776,40596341237462,377222578448550,192.168.116.49,255.8.9.228,252.29.113.232,993,IMAPS,2025-08-15 20:17:00.963175,2025-08-15 20:26:00.963175,25513,5775,CELL_0066,,540,29.09027781801541,76.73821266880897
REC_000596,917280305443,40565760486173,504319202303868,192.168.87.145,226.216.13.100,172.187.16.199,993,IMAPS,2025-08-14 01:38:00.963175,2025-08-14 02:32:58.963175,45717,194015,CELL_0091,,3298,28.327358302027495,77.59837050049191
REC_000597,919607827695,40582322153854,938270799490854,192.168.97.123,126.245.81.184,253.234.71.194,25,SMTP,2025-08-23 07:07:00.963175,2025-08-23 07:43:34.963175,5469,42816,CELL_0095,917452190524,2194,28.766315878831016,77.21436927372463
REC_000598,917276152776,40522617003547,931230740060782,192.168.247.165,187.136.63.40,195.231.29.115,21,FTP,2025-08-14 06:58:00.963175,2025-08-14 07:23:45.963175,47832,110220,CELL_0040,,1545,28.539952910781277,77.27084630515586
REC_000599,918989242136,40517472476206,739714644718717,192.168.211.6,128.131.40.207,39.231.163.88,80,HTTP,2025-07-30 08:03:00.963175,2025-07-30 08:45:32.963175,38401,47817,CELL_0039,,2552,28.751935742422443,76.87808458045932
REC_000600,919607827695,40587976185309,789289474619534,192.168.117.157,129.125.62.169,105.176.226.108,21,FTP,2025-07-30 09:07:00.963175,2025-07-30 09:58:20.963175,1940,123971,CELL_0077,918389720476,3080,28.131569503997103,77.33210549387415
REC_000601,919645196062,40549769541710,370421304102519,192.168.21.215,110.194.210.192,178.139.216.218,22,SSH,2025-08-24 02:26:00.963175,2025-08-24 02:38:04.963175,44461,121376,CELL_0072,,724,28.825211699603642,77.16406300398357
REC_000602,917276152776,40520664626457,802145664076205,192.168.255.184,7.108.227.74,159.174.20.237,22,SSH,2025-08-10 01:04:00.963175,2025-08-10 01:32:46.963175,22928,65932,CELL_0085,,1726,29.018138006688424,76.76169117312718
REC_000603,918563524436,40561604353440,163813825218222,192.168.211.6,16.50.236.186,19.25.109.235,21,FTP,2025-08-08 17:58:00.963175,2025-08-08 18:49:55.963175,41947,88542,CELL_0045,,3115,28.981768140816936,76.94673920604215
REC_000604,918373757683,40578702048238,889186978394950,192.168.207.166,157.60.68.167,202.88.134.120,1935,Facebook,2025-08-09 20:08:00.963175,2025-08-09 20:46:38.963175,31656,112530,CELL_0066,918989242136,2318,28.317096577078765,76.96302862846782
